qid,qtype,arm,budget,variants,joint_recall,candidate_joint_recall,session_joint_recall,turn_r10,turn_ndcg10,sess_r5,rendered_tokens,duplicate_share,n_candidates,n_rendered,n_truncated,truncated_evidence,missing,cut_evidence
0bb5a684,temporal-reasoning,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.5012658353418871,1.0,4000,0.0,100,14,1,0,False,0
0bb5a684,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,4000,0.0,36,55,1,0,False,0
0bb5a684,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,46,48,1,0,False,0
0bb5a684,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,46,48,1,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,4000,0.0,41,53,1,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,4000,0.0,46,49,1,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,4000,0.0,42,55,1,0,False,0
0bb5a684,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,3991,0.0,74,56,0,0,False,0
0bb5a684,temporal-reasoning,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4638,0.0,44,66,0,0,False,0
0bb5a684,temporal-reasoning,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,8000,0.0,100,29,1,0,False,0
0bb5a684,temporal-reasoning,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,8000,0.0,100,29,1,0,False,0
0bb5a684,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,5592,0.0,44,74,0,0,False,0
0bb5a684,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7147,0.0,46,93,0,0,False,0
0bb5a684,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.5012658353418871,1.0,8000,0.0,100,28,1,0,False,0
0bb5a684,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,6399,0.0,36,80,0,0,False,0
0bb5a684,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7147,0.0,46,93,0,0,False,0
0bb5a684,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7147,0.0,46,93,0,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,5592,0.0,41,74,0,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,6526,0.0,46,87,0,0,False,0
0bb5a684,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,7640,0.0,42,97,0,0,False,0
0bb5a684,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,5592,0.0,74,74,0,0,False,0
0bb5a684,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,218,2,1,1,False,0
0bb5a684,temporal-reasoning,chandan_full,4000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,218,2,1,1,False,0
0bb5a684,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,218,3,1,0,False,0
0bb5a684,temporal-reasoning,chandan_full,8000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,218,3,1,0,False,0
5c40ec5b,knowledge-update,ours_cheap,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,48,63,1,0,False,0
5c40ec5b,knowledge-update,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,100,19,1,0,False,0
5c40ec5b,knowledge-update,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,100,16,1,0,False,0
5c40ec5b,knowledge-update,S4_static,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,43,38,1,0,False,0
5c40ec5b,knowledge-update,S5_primary,4000,,1.0,1.0,1.0,1.0,0.46845052016107697,1.0,4000,0.0,44,37,1,0,False,0
5c40ec5b,knowledge-update,S5_primary_norule,4000,,0.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,100,14,1,0,False,0
5c40ec5b,knowledge-update,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.41443699955334395,1.0,4000,0.0,43,37,1,0,False,0
5c40ec5b,knowledge-update,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,3992,0.0,46,38,0,0,False,0
5c40ec5b,knowledge-update,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,44,37,1,0,False,0
5c40ec5b,knowledge-update,S5_overlay_R0,4000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,4000,0.0,45,40,1,0,False,0
5c40ec5b,knowledge-update,S5_overlay_R2,4000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,4000,0.0,43,37,1,0,False,0
5c40ec5b,knowledge-update,S5_overlay_P0,4000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,4000,0.0,44,40,1,0,False,0
5c40ec5b,knowledge-update,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,93,38,1,0,False,0
5c40ec5b,knowledge-update,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,5024,0.0,48,82,0,0,False,0
5c40ec5b,knowledge-update,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,8000,0.0,100,37,1,0,False,0
5c40ec5b,knowledge-update,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,8000,0.0,100,28,1,0,False,0
5c40ec5b,knowledge-update,S4_static,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,7284,0.0,43,93,0,0,False,0
5c40ec5b,knowledge-update,S5_primary,8000,,1.0,1.0,1.0,1.0,0.46845052016107697,1.0,7994,0.0,44,105,0,0,False,0
5c40ec5b,knowledge-update,S5_primary_norule,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,29,1,0,False,0
5c40ec5b,knowledge-update,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.41443699955334395,1.0,6899,0.0,43,87,0,0,False,0
5c40ec5b,knowledge-update,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,8000,0.0,46,106,1,0,False,0
5c40ec5b,knowledge-update,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,8000,0.0,44,106,1,0,False,0
5c40ec5b,knowledge-update,S5_overlay_R0,8000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,7284,0.0,45,93,0,0,False,0
5c40ec5b,knowledge-update,S5_overlay_R2,8000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,8000,0.0,43,102,1,0,False,0
5c40ec5b,knowledge-update,S5_overlay_P0,8000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,8000,0.0,44,96,1,0,False,0
5c40ec5b,knowledge-update,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,7284,0.0,93,93,0,0,False,0
5c40ec5b,knowledge-update,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.5,0.6131471927654584,0.5,4000,0.0,388,4,1,0,False,0
5c40ec5b,knowledge-update,chandan_full,4000,shipped,0.0,1.0,0.0,0.5,0.6131471927654584,0.5,4000,0.0,388,4,1,0,False,0
5c40ec5b,knowledge-update,chandan_live,8000,"shipped,raised_8k",0.0,1.0,0.0,0.5,0.6131471927654584,0.5,8000,0.0,388,5,1,0,False,0
5c40ec5b,knowledge-update,chandan_full,8000,shipped,0.0,1.0,0.0,0.5,0.6131471927654584,0.5,8000,0.0,388,5,1,0,False,0
0f05491a,knowledge-update,ours_cheap,4000,,1.0,1.0,1.0,1.0,0.5012658353418871,1.0,4000,0.0,56,62,1,0,False,0
0f05491a,knowledge-update,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.448643819352159,1.0,4000,0.0,100,24,1,0,False,0
0f05491a,knowledge-update,ours_sentence_norule,4000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,4000,0.0,100,23,1,0,False,0
0f05491a,knowledge-update,S4_static,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,49,59,1,0,False,0
0f05491a,knowledge-update,S5_primary,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,47,58,1,0,False,0
0f05491a,knowledge-update,S5_primary_norule,4000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,4000,0.0,100,23,1,0,False,0
0f05491a,knowledge-update,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,47,58,1,0,False,0
0f05491a,knowledge-update,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.4227898344066503,1.0,4000,0.0,49,69,1,0,False,0
0f05491a,knowledge-update,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.45560514958746035,1.0,4000,0.0,38,65,1,0,False,0
0f05491a,knowledge-update,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,47,58,1,0,False,0
0f05491a,knowledge-update,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,47,58,1,0,False,0
0f05491a,knowledge-update,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,4000,0.0,47,58,1,0,False,0
0f05491a,knowledge-update,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,4000,0.0,126,59,1,0,False,0
0f05491a,knowledge-update,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.5012658353418871,1.0,5483,0.0,56,86,0,0,False,0
0f05491a,knowledge-update,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.448643819352159,1.0,8000,0.0,100,50,1,0,False,0
0f05491a,knowledge-update,ours_sentence_norule,8000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,8000,0.0,100,43,1,0,False,0
0f05491a,knowledge-update,S4_static,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,8000,0.0,49,120,1,0,False,0
0f05491a,knowledge-update,S5_primary,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,5100,0.0,47,77,0,0,False,0
0f05491a,knowledge-update,S5_primary_norule,8000,,1.0,1.0,1.0,0.5,0.2640681225725909,1.0,8000,0.0,100,43,1,0,False,0
0f05491a,knowledge-update,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,5100,0.0,47,77,0,0,False,0
0f05491a,knowledge-update,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.4227898344066503,1.0,8000,0.0,49,120,1,0,False,0
0f05491a,knowledge-update,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.45560514958746035,1.0,8000,0.0,38,124,1,0,False,0
0f05491a,knowledge-update,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,5100,0.0,47,77,0,0,False,0
0f05491a,knowledge-update,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,5100,0.0,47,77,0,0,False,0
0f05491a,knowledge-update,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.48247555939075504,1.0,5100,0.0,47,77,0,0,False,0
0f05491a,knowledge-update,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.6052602440527057,1.0,8000,0.0,126,120,1,0,False,0
0f05491a,knowledge-update,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,220,2,1,1,False,0
0f05491a,knowledge-update,chandan_full,4000,shipped,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,220,2,1,1,False,0
0f05491a,knowledge-update,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,220,4,1,0,False,0
0f05491a,knowledge-update,chandan_full,8000,shipped,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,220,4,1,0,False,0
577d4d32,single-session-user,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,55,65,1,0,False,0
577d4d32,single-session-user,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,21,1,0,False,0
577d4d32,single-session-user,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,19,1,0,False,0
577d4d32,single-session-user,S4_static,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,42,46,1,0,False,0
577d4d32,single-session-user,S5_primary,4000,,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,42,47,1,0,False,0
577d4d32,single-session-user,S5_primary_norule,4000,,0.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,100,19,1,0,False,0
577d4d32,single-session-user,S5_noPGR,4000,,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,37,46,1,0,False,0
577d4d32,single-session-user,S5_planner_rules,4000,,1.0,1.0,1.0,0.0,0.0,0.0,4000,0.0,45,51,1,0,False,0
577d4d32,single-session-user,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,42,46,1,0,False,0
577d4d32,single-session-user,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,44,44,1,0,False,0
577d4d32,single-session-user,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,4000,0.0,39,43,0,0,False,0
577d4d32,single-session-user,S5_overlay_P0,4000,,1.0,1.0,1.0,0.0,0.0,0.0,4000,0.0,41,55,1,0,False,0
577d4d32,single-session-user,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,4000,0.0,102,46,1,0,False,0
577d4d32,single-session-user,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,5500,0.0,55,80,0,0,False,0
577d4d32,single-session-user,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,39,1,0,False,0
577d4d32,single-session-user,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,30,1,0,False,0
577d4d32,single-session-user,S4_static,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,7686,0.0,42,102,0,0,False,0
577d4d32,single-session-user,S5_primary,8000,,1.0,1.0,1.0,0.0,0.0,1.0,7736,0.0,42,102,0,0,False,0
577d4d32,single-session-user,S5_primary_norule,8000,,0.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,37,1,0,False,0
577d4d32,single-session-user,S5_noPGR,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6789,0.0,37,89,0,0,False,0
577d4d32,single-session-user,S5_planner_rules,8000,,1.0,1.0,1.0,0.0,0.0,0.0,7736,0.0,45,102,0,0,False,0
577d4d32,single-session-user,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,7736,0.0,42,102,0,0,False,0
577d4d32,single-session-user,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,7686,0.0,44,102,0,0,False,0
577d4d32,single-session-user,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,7793,0.0,39,103,0,0,False,0
577d4d32,single-session-user,S5_overlay_P0,8000,,1.0,1.0,1.0,0.0,0.0,0.0,8000,0.0,41,106,1,0,False,0
577d4d32,single-session-user,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.43067655807339306,1.0,7686,0.0,102,102,0,0,False,0
577d4d32,single-session-user,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,246,2,1,1,False,0
577d4d32,single-session-user,chandan_full,4000,shipped,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,246,2,1,1,False,0
577d4d32,single-session-user,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,246,4,1,0,False,0
577d4d32,single-session-user,chandan_full,8000,shipped,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,246,4,1,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,49,55,1,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,4000,0.0,100,16,1,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,14,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S4_static,4000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,4000,0.0,48,52,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_primary,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,46,52,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_primary_norule,4000,,1.0,1.0,0.0,1.0,0.3889580943680543,1.0,4000,0.0,100,13,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.4227898344066503,1.0,4000,0.0,42,54,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,48,51,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,46,52,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,3993,0.0,48,52,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,4000,0.0,45,53,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,4000,0.0,44,52,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,4000,0.0,85,52,1,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,5299,0.0,49,72,0,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,8000,0.0,100,30,1,0,False,0
gpt4_93f6379c,temporal-reasoning,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,27,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,6262,0.0,48,85,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7044,0.0,46,94,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.3889580943680543,1.0,8000,0.0,100,29,1,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.4227898344066503,1.0,6742,0.0,42,89,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7044,0.0,48,94,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,7044,0.0,46,94,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,6262,0.0,48,85,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,6677,0.0,45,89,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,7910,0.0,44,104,0,0,False,0
gpt4_93f6379c,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,6262,0.0,85,85,0,0,False,0
gpt4_93f6379c,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.5,0.6131471927654584,1.0,4000,0.0,227,1,1,1,False,0
gpt4_93f6379c,temporal-reasoning,chandan_full,4000,shipped,0.0,1.0,0.0,0.5,0.6131471927654584,1.0,4000,0.0,227,1,1,1,False,0
gpt4_93f6379c,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",1.0,1.0,0.0,0.5,0.6131471927654584,1.0,8000,0.0,227,2,1,1,False,0
gpt4_93f6379c,temporal-reasoning,chandan_full,8000,shipped,1.0,1.0,0.0,0.5,0.6131471927654584,1.0,8000,0.0,227,2,1,1,False,0
gpt4_93f6379c,temporal-reasoning,chandan_live_cal,4000,shipped,0.0,1.0,0.0,0.5,0.6131471927654584,1.0,4000,0.0,221,1,1,1,False,0
gpt4_93f6379c,temporal-reasoning,chandan_live_cal,8000,shipped,1.0,1.0,0.0,0.5,0.6131471927654584,1.0,8000,0.0,221,2,1,1,False,0
dccbc061,single-session-user,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,65,70,0,0,False,0
dccbc061,single-session-user,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,34,1,0,False,0
dccbc061,single-session-user,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,25,1,0,False,0
dccbc061,single-session-user,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,57,61,1,0,False,0
dccbc061,single-session-user,S5_primary,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,49,60,1,0,False,0
dccbc061,single-session-user,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,21,1,0,False,0
dccbc061,single-session-user,S5_noPGR,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,46,50,1,0,False,0
dccbc061,single-session-user,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3997,0.0,62,57,0,0,False,0
dccbc061,single-session-user,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3997,0.0,62,57,0,0,False,0
dccbc061,single-session-user,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3999,0.0,54,60,0,0,False,0
dccbc061,single-session-user,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,51,63,1,0,False,0
dccbc061,single-session-user,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,54,59,1,0,False,0
dccbc061,single-session-user,S2_lazy,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,155,61,1,0,False,0
dccbc061,single-session-user,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6642,0.0,65,120,0,0,False,0
dccbc061,single-session-user,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,51,1,0,False,0
dccbc061,single-session-user,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,48,1,0,False,0
dccbc061,single-session-user,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7993,0.0,57,129,0,0,False,0
dccbc061,single-session-user,S5_primary,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7997,0.0,49,123,0,0,False,0
dccbc061,single-session-user,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,37,1,0,False,0
dccbc061,single-session-user,S5_noPGR,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,46,119,1,0,False,0
dccbc061,single-session-user,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,62,129,1,0,False,0
dccbc061,single-session-user,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,62,129,1,0,False,0
dccbc061,single-session-user,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7993,0.0,54,129,0,0,False,0
dccbc061,single-session-user,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,51,128,1,0,False,0
dccbc061,single-session-user,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,54,126,1,0,False,0
dccbc061,single-session-user,S2_lazy,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7993,0.0,155,129,0,0,False,0
dccbc061,single-session-user,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,339,1,1,1,False,0
dccbc061,single-session-user,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,339,1,1,1,False,0
dccbc061,single-session-user,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,339,3,1,0,False,0
dccbc061,single-session-user,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,339,3,1,0,False,0
e3038f8c,multi-session,ours_cheap,4000,,1.0,1.0,1.0,0.5,0.28097267762005274,1.0,4000,0.0,50,59,1,0,False,0
e3038f8c,multi-session,ours_cheap_norule,4000,,0.0,1.0,1.0,0.25,0.13905617951077562,0.75,4000,0.0,100,19,1,0,False,0
e3038f8c,multi-session,ours_sentence_norule,4000,,0.0,1.0,1.0,0.5,0.23599633571930026,0.75,4000,0.0,100,19,1,0,False,0
e3038f8c,multi-session,S4_static,4000,,1.0,1.0,1.0,0.75,0.4041238719904177,1.0,4000,0.0,48,59,1,0,False,0
e3038f8c,multi-session,S5_primary,4000,,1.0,1.0,1.0,0.25,0.19519002499605084,1.0,4000,0.0,42,62,1,0,False,0
e3038f8c,multi-session,S5_primary_norule,4000,,0.0,1.0,1.0,0.25,0.123151194370365,1.0,4000,0.0,100,13,1,0,False,0
e3038f8c,multi-session,S5_noPGR,4000,,1.0,0.0,1.0,0.25,0.15101961822780524,1.0,4000,0.0,40,60,1,0,False,0
e3038f8c,multi-session,S5_planner_rules,4000,,1.0,1.0,1.0,0.25,0.19519002499605084,1.0,4000,0.0,42,62,1,0,False,0
e3038f8c,multi-session,S5_planner_oracle,4000,,1.0,1.0,1.0,0.25,0.19519002499605084,1.0,4000,0.0,42,62,1,0,False,0
e3038f8c,multi-session,S5_overlay_R0,4000,,1.0,1.0,1.0,0.25,0.16812753627111746,1.0,4000,0.0,48,62,1,0,False,0
